,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190
ERF,0.051,0.0568266,0.1940959,0.151,0.15,0.0,0.441,0.0,0.0,0.0686347,0.0,0.0,0.4024391,0.0,0.0472325,0.0,0.0,0.1107011,0.0553506,0.0,0.1660517,0.296679,0.083,0.046,0.2723247,0.0568266,0.197786,0.0767528,0.0,0.2930886,0.0,0.0,0.0,0.0,0.0,0.4504096,0.096679,0.1114391,0.0583026,0.0,0.0,0.4493653,0.0715867,0.2607011,0.0597786,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.1660517,0.3780849,0.0,0.0619926,0.2444649,0.0,0.1571956,0.0,0.0,0.0553506,0.0,0.0,0.171679,0.0,0.0863469,0.2867971,0.0,0.0,0.0,0.0,0.2887454,0.0,0.0597786,0.0,0.0553506,0.0,0.1594096,0.0,0.0,0.0,0.1107011,0.2295203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4107011,0.0,0.2060886,0.0,0.0,0.291,0.0,0.0,0.0693727,0.1771218,0.0553506,0.0,0.0,0.0,0.1948339,0.075,0.1357934,0.2803506,0.1107011,0.0,0.0,0.1055351,0.075,0.1232472,0.0583026,0.2607011,0.2607011,0.0,0.0738007,0.1303506,0.0,0.1188192,0.0885609,0.0,0.129,0.0,0.1857011,0.0,0.1107011,0.0,0.0,0.0900369,0.0,0.0,0.0,0.2053506,0.0,0.3149262,0.0,0.3071956,0.0,0.0,0.0,0.0,0.0,0.0,0.1458487,0.282,0.1107011,0.2607011,0.0590406,0.0,0.3654981,0.1830258,0.4171587,0.1468635,0.0,0.3,0.0752768,0.0,0.0,0.089,0.1107011,0.0,0.1107011,0.1490775,0.0,0.0,0.2607011,0.1107011,0.0,0.1253506,0.1697417,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.2602399,0.0,0.075,0.0501845,0.225,0.1107011,0.0,0.0,0.2147602
PDCD4,0.0,0.106383,0.4260355,0.2504931,0.0,0.0,0.0,0.106383,0.0595745,0.106383,0.0,0.0,0.1078014,0.0,0.0,0.0,0.106383,0.0,0.0,0.0,0.0,0.212766,0.0,0.0,0.106383,0.3078014,0.147929,0.0,0.1637081,0.0,0.3979857,0.0927022,0.106383,0.0,0.0,0.0,0.0,0.0,0.0,0.212766,0.147929,0.0,0.2209073,0.0,0.295858,0.0,0.0,0.0453649,0.0,0.2523396,0.0,0.0,0.1078014,0.2820513,0.0,0.0,0.0,0.0,0.0,0.1574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4553191,0.0,0.0,0.0,0.106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2406312,0.34714,0.0,0.0,0.0,0.129078,0.0,0.0,0.0,0.0,0.0,0.212766,0.0,0.0,0.0,0.1858156,0.1276596,0.0,0.0,0.0,0.0,0.2641739,0.0765957,0.106383,0.1558185,0.2978304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470142,0.0,0.0,0.0,0.0,0.147929,0.0,0.0,0.1858156,0.2938856,0.0,0.295858,0.0,0.0,0.0,0.0,0.3876453,0.0,0.1775148,0.0,0.3078014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641739,0.0,0.0,0.0,0.1558185,0.0,0.0,0.1794872,0.0,0.1282051,0.0,0.0,0.0,0.0,0.1843972,0.0,0.0,0.1375886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC24D,0.0,0.25,0.2566667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0883333,0.0,0.0,0.125,0.0,0.1266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.3716667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2283333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283333,0.0,0.4266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2483333,0.0,0.0,0.0,0.2516667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866667,0.0,0.0,0.0,0.0
RB1,0.1970308,0.3642535,0.3149458,0.0707214,0.4069597,0.0,0.6375494,0.1574729,0.0,0.6058463,0.4934544,0.4182751,0.4879774,0.5324064,0.659776,0.1065535,0.0707214,0.2607261,0.3879994,0.251768,0.3726007,0.6712982,0.5266384,0.6023238,0.5469118,0.1917645,0.5238096,0.3262612,0.5841584,0.2494107,0.6336634,0.52528,0.7177344,0.1164545,0.4713833,0.3526638,0.418199,0.0353607,0.3125884,0.4351721,0.4049976,0.5186233,0.8151867,0.5272994,0.4587459,0.4031117,0.7227723,0.5327675,0.5690712,0.7483305,0.0707214,0.4488449,0.6059655,0.4323432,0.2413956,0.4205563,0.5512312,0.1239981,0.3248468,0.0,0.34475,0.4210278,0.0702499,0.251768,0.397454,0.3677511,0.2890907,0.3965111,0.4196134,0.0877706,0.3376527,0.19621,0.4422442,0.2291372,0.3276756,0.6247395,0.1768034,0.0,0.437058,0.2833569,0.1414427,0.1786893,0.2173503,0.339934,0.0947666,0.5374823,0.2853189,0.4376056,0.1801037,0.0381895,0.320132,0.8018845,0.2050919,0.5572843,0.4238567,0.0,0.2050919,0.0,0.5905828,0.195191,0.4474305,0.5469879,0.3701084,0.525224,0.2135785,0.4130127,0.426214,0.7836269,0.0707214,0.2376238,0.0,0.4139557,0.0877706,0.2241283,0.6765677,0.0358322,0.5605846,0.1140971,0.2418671,0.1032532,0.1725601,0.0,0.1815182,0.4026403,0.1673739,0.2682697,0.0707214,0.5256954,0.3762376,0.4479019,0.2927864,0.0589345,0.4988213,0.2390382,0.1230552,0.341896,0.3880245,0.8248811,0.4401525,0.3243753,0.3545497,0.4356436,0.1763319,0.2503536,0.2810756,0.0707214,0.3936822,0.5200377,0.1414427,0.2050919,0.2668553,0.5648279,0.0707214,0.8896927,0.3517209,0.321075,0.3880626,0.1145686,0.5063649,0.4959925,0.4474305,0.3937035,0.5436115,0.2726271,0.2079208,0.6252529,0.4540311,0.1414427,0.5407826,0.3941537,0.4677039,0.4771334,0.4592173,0.5205092,0.0707214,0.2287038,0.3059877,0.3705799,0.2107496,0.1414427,0.407355,0.4130127,0.4797226,0.5898162,0.330033,0.4719472,0.0707214,0.254593,0.0,0.217081
PLOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5466667,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.4966667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.1233333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.25,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2433333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARC,0.0491294,0.0,0.0,0.0,0.0,0.0,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0485075,0.1399254,0.0,0.0,0.0,0.5025,0.0,0.0932836,0.375,0.0932836,0.0932836,0.27,0.2175,0.0932836,0.0,0.0,0.0,0.0466418,0.0,0.0,0.1504975,0.2344527,0.0,0.0932836,0.0,0.2807836,0.0939055,0.0,0.0,0.3675,0.0,0.0,0.0,0.0,0.0,0.5591418,0.345,0.0,0.1716418,0.0708955,0.0,0.1517413,0.2649254,0.0932836,0.4282836,0.0945274,0.0,0.0,0.0,0.0,0.25,0.0,0.0932836,0.0932836,0.6722637,0.0,0.215,0.0,0.0,0.0503731,0.0,0.0,0.335,0.0,0.0,0.0932836,0.0,0.0,0.0,0.0932836,0.0,0.0939055,0.0932836,0.0932836,0.0932836,0.0,0.0,0.170398,0.2126866,0.0,0.2754975,0.0901741,0.0,0.0932836,0.0,0.0659204,0.0,0.0,0.1865672,0.0,0.3525,0.0,0.0,0.1875,0.4266169,0.0,0.0,0.0,0.4015672,0.0,0.0,0.5186567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285696,0.0932836,0.1875,0.0466418,0.0,0.0,0.0932836,0.0932836,0.0,0.0,0.0,0.0466418,0.0932836,0.0820896,0.375,0.0901741,0.1875,0.0,0.0,0.0,0.0932836,0.1865672,0.2025,0.0,0.0,0.0932836,0.2002488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541045,0.1393035,0.3132836,0.0932836,0.2543532,0.0,0.3225,0.2733209,0.0,0.0,0.0932836,0.1809701,0.3157836,0.0939055,0.0939055,0.0,0.0,0.0,0.1399254,0.1486318,0.0528607,0.0,0.1809701,0.0,0.375,0.2947761,0.0932836,0.0,0.0,0.0,0.0,0.0
BCAT1,0.0,0.1087745,0.2142857,0.2442931,0.2758206,0.2290428,0.0,0.0712237,0.0,0.8962859,0.0,0.3080131,0.0712237,0.1087745,0.2979526,0.8909174,0.0717017,0.375,0.4574732,0.248088,0.0712237,0.3025,0.1792543,0.4350476,0.4932143,0.365,0.0826523,0.0,0.1528492,0.1032505,0.6535618,0.8081687,0.3075426,0.7003003,0.0543872,0.5253615,0.128957,0.1128571,0.5574003,0.2428982,0.0358509,0.5574835,1.6749174,0.5346592,0.0,0.3,0.5048555,0.2962745,0.2163271,0.7625,0.0,0.1631617,0.6455361,0.082,0.2814122,0.1442857,0.4860228,0.2125,0.3085714,0.1087745,0.1280499,0.335588,0.1875,0.1683284,0.0,0.2451124,0.0,1.2183297,0.0,0.7182143,0.0,1.0713048,0.2582628,0.0,0.4577055,0.455,0.0717017,0.066715,0.3309034,0.2756109,0.3,0.2159174,0.0,0.3540421,0.1073241,0.465049,0.3238332,0.0717017,0.1175,0.0693117,0.598327,0.5966135,0.0,0.3037745,0.4037442,0.0,0.0,0.0,0.0717017,0.4463936,0.4787267,0.8855602,0.1087745,0.1196519,0.0,0.0,1.0915258,0.3179858,0.0717017,0.1589006,0.0,0.0,0.3285134,0.1566352,0.7351172,0.225,0.2679478,0.0,0.3757143,0.0543872,0.1615301,0.411014,0.3989756,0.2382505,0.3232745,0.0,0.0,0.2887745,0.1056405,0.1470154,0.0,0.0688905,1.3239114,0.3246919,0.2470994,0.375,0.1260889,0.5554762,0.1486585,0.7166013,0.0543872,0.1029732,0.0,0.2852291,0.1875,0.0,0.9336204,0.1799982,0.0543872,0.1615301,0.0717017,0.1087745,0.04,0.0543872,0.3862237,0.0,0.285,0.2393038,0.1087745,0.5332745,0.7517143,0.3187237,0.4483872,0.0,0.0,0.2314286,0.4592839,0.4413866,0.3672323,0.0902381,0.1262745,0.0986222,0.4328339,0.455,0.0,0.2110225,0.6037128,0.0,0.9025859,0.0,0.0133843,0.3962622,0.3390258,0.3867127,0.2592017,0.5080602,0.0,0.2418872,0.0,0.4953122
HSPG2,0.0,0.1625,0.0,0.17,0.0,0.0,0.0,0.195,0.0,0.3975,0.0,0.0,0.1875,0.0,0.23625,0.0,0.0625,0.0,0.54,0.0625,0.0,0.2533333,0.2716667,0.0,0.0,0.0,0.375,0.0641667,0.0,0.1875,0.0625,0.0625,0.0,0.0,0.1883333,0.1875,0.0,0.0,0.1075,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.59875,0.0866667,0.6145833,0.0,0.0,0.18125,0.125,0.21875,0.2725,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316667,0.0,0.125,0.0,0.0,0.18625,0.0,0.1875,0.125,0.0,0.0,0.0625,0.0,0.375,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.125,0.095,0.0,0.0,0.0,0.37125,0.0,0.2091667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.09375,0.0,0.6925,0.28,0.0,0.0,0.0,0.32125,0.0,0.22375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1216667,0.0,0.1116667,0.0,0.0,0.1858333,0.0,0.0625,0.0,0.0,0.0625,0.12375,0.0,0.4695833,0.125,0.0,0.0691667,0.0,0.5075,0.165,0.0625,0.0,0.09375,0.0,0.0625,0.0783333,0.1825,0.36,0.0,0.0,0.0,0.1941667,0.22875,0.09375,0.125,0.0,0.1241667,0.0625,0.0,0.0,0.1875,0.0,0.0,0.2725,0.10875,0.0,0.0,0.3575,0.0,0.0,0.18,0.125,0.0,0.0,0.29625,0.0,0.125,0.0,0.0,0.51875,0.0,0.4525,0.24,0.0,0.0,0.2875,0.0,0.0
TIMP2,0.0,0.1509054,0.22,0.0,0.4338162,0.0,0.2359257,0.2533784,0.0,0.2775946,0.375,0.0,0.0,0.0,0.260659,0.0,0.0,0.0,0.2740191,0.1266892,0.0,0.0,0.4042838,0.0,0.5002565,0.3384054,0.082495,0.0,0.2927973,0.3933635,0.2032193,0.3800676,0.2897384,0.0,0.28,0.0,0.0734406,0.0,0.0,0.0754527,0.4369115,0.3751801,0.0,0.125,0.0,0.0,0.2434608,0.2021419,0.1266892,0.7140376,0.0764588,0.0,0.1820926,0.0,0.375,0.2775946,0.3166892,0.2025,0.0754527,0.385,0.0754527,0.083501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774648,0.1156942,0.1509054,0.0,0.0,0.0,0.34,0.0,0.0,0.325,0.0,0.0,0.0,0.1509054,0.2283702,0.0,0.1991952,0.0,0.0,0.547661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.0874882,0.0,0.1760563,0.0,0.2533784,0.1875,0.2826248,0.0,0.0,0.0,0.6392749,0.1875,0.082495,0.7502515,0.0,0.37015,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.3722334,0.0,0.0,0.0,0.2533784,0.0,0.0,0.2263581,0.1036217,0.0,0.2867203,0.1156942,0.0,0.4892395,0.0,0.0865191,0.0,0.2816902,0.0,0.0,0.0,0.1177062,0.1509054,0.0,0.0955734,0.0,0.4364865,0.0,0.4594595,0.3552973,0.1338028,0.0,0.0,0.2027027,0.0,0.0995976,0.0,0.1830986,0.1509054,0.0,0.1609658,0.0,0.0,0.4206081,0.0,0.0,0.109658,0.0,0.0,0.0,0.0754527,0.0,0.0975855,0.5019064,0.0,0.1266892,0.4387881,0.0,0.537027,0.1710262,0.0,0.0,0.0,0.0,0.0754527
SIN3A,0.1122222,0.6871053,0.04,0.0789474,0.0794737,0.1783333,0.0,0.0,0.0,0.0,0.0,0.1666667,0.0394737,0.0,0.1666667,0.0,0.0,0.0,0.12,0.2039474,0.0,0.2614035,0.3040351,0.0,0.5372807,0.1366667,0.0442105,0.0,0.0,0.1273684,0.0,0.1884868,0.0,0.1783333,0.0,0.0,0.0789474,0.0,0.6598904,0.0789474,0.2516447,0.2080117,0.04,0.3961404,0.2510526,0.0,0.2828947,0.1757895,0.122807,0.0,0.0,0.2150293,0.0,0.0,0.0621053,0.4482237,0.4360818,0.0568421,0.168304,0.0,0.0,0.0,0.0,0.0,0.1666667,0.0,0.0,0.3525,0.0789474,0.0,0.0625,0.0,0.3289474,0.0,0.1666667,0.0789474,0.0,0.0,0.2373684,0.122807,0.0,0.0,0.0789474,0.0789474,0.0,0.1875,0.0794737,0.0,0.125,0.0,0.2916667,0.3982456,0.0,0.1875,0.4144737,0.0,0.0,0.125,0.0,0.0,0.1726974,0.0789474,0.0,0.3924562,0.2874342,0.3867252,0.1783333,0.2015789,0.0,0.0,0.09375,0.0789474,0.0278947,0.0,0.22,0.2653947,0.0789474,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1666667,0.0789474,0.0,0.0,0.0747368,0.0410526,0.0,0.0789474,0.481462,0.0,0.0855556,0.0794737,0.0789474,0.1089474,0.0394737,0.4583333,0.3033333,0.2173684,0.0,0.0,0.0394737,0.0,0.0,0.09375,0.45875,0.2207017,0.0,0.1184211,0.0,0.1975,0.0,0.0789474,0.24,0.0,0.4271053,0.0844444,0.245,0.0789474,0.0478947,0.2669737,0.0,0.5386696,0.4593056,0.2456141,0.1110526,0.0,0.0121053,0.2183333,0.1878363,0.36625,0.0405263,0.0394737,0.3304605,0.0,0.0789474,0.0,0.4188378,0.0405263,0.3245614,0.0789474,0.0,0.36375,0.0,0.2700585,0.0,0.0
TAF6L,0.0,0.0723589,0.0,0.1312748,0.2009475,0.0,0.2319244,0.2058573,0.0723589,0.3159672,0.0,0.0,0.132658,0.4533524,0.3242527,0.0723589,0.143753,0.0,0.3503921,0.130246,0.267836,0.0,0.1642857,0.1733381,0.3522148,0.0,0.2190063,0.1365171,0.2498794,0.1085384,0.455012,0.0,0.4271823,0.0,0.1085714,0.1099855,0.0738061,0.1178319,0.1466474,0.0723589,0.0,0.119151,0.1640775,0.211288,0.2079112,0.1109503,0.0,0.0742885,0.2145404,0.5229129,0.0,0.3631818,0.0361794,0.1071429,0.2059817,0.6110375,0.1071429,0.0,0.0879811,0.1375592,0.0361794,0.1178319,0.0,0.0,0.3367101,0.323622,0.0723589,0.0607815,0.0,0.0,0.1090847,0.3382854,0.2581615,0.5181296,0.3329031,0.2142857,0.1403763,0.0,0.1582248,0.2156813,0.0,0.0,0.1178319,0.2803219,0.0988905,0.0,0.4564468,0.0043415,0.0800772,0.0,0.1906732,0.1094995,0.1095031,0.2402955,0.0,0.0,0.1071429,0.0,0.2175591,0.0,0.1133623,0.1090207,0.2866446,0.4596147,0.0,0.4505548,0.0,0.4511219,0.0361794,0.1119151,0.0,0.0,0.1336228,0.2711687,0.2378713,0.0589159,0.121563,0.0723589,0.1320604,0.0723589,0.0,0.1178319,0.1915099,0.1808973,0.0342857,0.0400386,0.0,0.0,0.1041968,0.0361794,0.0535456,0.0342499,0.1799325,0.0589159,0.0738061,0.4649511,0.0,0.0,0.3695018,0.1186686,0.3651842,0.2125912,0.0849011,0.1085384,0.2036337,0.0723589,0.0,0.2171284,0.2458209,0.3889118,0.3484177,0.4386913,0.0,0.1696779,0.2161119,0.2996298,0.0,0.3299124,0.2170767,0.216646,0.2074288,0.1071429,0.3192612,0.189632,0.0,0.0,0.0723589,0.3700744,0.2170767,0.3237888,0.0723589,0.0723589,0.1178319,0.1447178,0.0,0.0509661,0.0699469,0.1178319,0.0,0.1312748,0.0723589,0.3943756,0.3001,0.0723589,0.3455605,0.3599289,0.0,0.0,0.0,0.2866446
CNOT6L,0.1123077,0.5374025,0.5306248,0.3519021,0.5566848,0.1153846,0.4926491,0.4230072,0.0,0.767514,0.4542995,0.3858138,0.2160326,0.1856884,0.4211956,0.169837,0.2730978,0.4046962,0.2287138,0.5737314,0.2853261,0.4313336,0.6133193,0.493279,0.8828832,0.2821558,0.2468297,0.5341069,0.3609601,0.3523871,0.9665816,0.5288809,0.5834522,0.5674997,0.5872283,0.3509364,0.5433616,0.2227927,0.3310688,0.2957428,0.7723622,0.5088168,0.8416213,1.1914892,0.4099428,0.3772645,0.7770048,0.8380556,0.8405465,0.8475967,0.1833194,1.2906083,1.836861,0.5540073,0.1272645,0.3798983,0.8783036,0.2115036,0.3229167,0.1512681,0.2490942,0.1833194,0.0822222,0.5231763,0.2829571,0.8615925,0.3875767,0.4172427,0.4053846,0.1783333,0.2617754,0.5619021,0.7088527,0.4952397,0.6862196,0.486806,0.5689375,0.5016025,0.4268708,0.2669686,0.0833333,0.1906703,0.2332428,0.4302517,0.0656703,0.6572401,0.7690724,0.5589938,0.1512681,0.1358696,0.2418901,1.0621484,0.0,0.5543242,0.2258918,0.1716485,0.1019022,0.1942935,0.34591,0.4765526,0.523665,0.7488002,0.2959114,0.6192865,0.2674359,0.6132911,0.9219659,0.9475902,0.3550724,0.3819423,0.0,0.3826329,0.2427536,0.2988085,1.1941153,0.3125376,0.5386231,0.3629209,0.4044384,0.0,0.0339674,0.145157,0.290308,0.4103605,0.9452232,0.149352,0.0,0.7307923,0.8591804,0.5688405,0.2526129,0.2033515,0.3102355,0.7853089,0.0679348,0.2522645,0.5282228,0.8332428,0.6671418,0.3115942,0.6578929,0.6727597,0.0679348,0.6108556,0.28125,0.1833194,0.2296516,0.4057971,0.2490942,0.2835145,0.576473,0.8618986,0.0969203,1.1033115,0.2015399,0.3732829,0.5809208,0.320314,0.8520886,0.3790761,0.5505156,0.714447,0.5563698,0.247631,0.134058,0.6894091,0.861392,0.3728563,0.6109602,0.7699024,0.4182142,0.2509661,0.6002519,0.3754529,0.0,0.3042433,0.2964953,0.5438266,0.3600543,0.1458031,0.1376812,0.6684964,1.2837011,0.9669548,0.4340607,1.1046457,0.2382246,0.1680254,0.0,0.1358696
BMP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.375,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIB,0.1488,0.0,0.25505,0.0,0.1975,0.1875,0.2518225,0.6165714,0.0,0.6470601,0.40148,0.0,0.10875,0.1098431,0.8020929,0.0,0.1209262,0.128,0.4875,0.2128571,0.21398,0.2527429,0.2786082,0.5086229,0.2154066,0.2421429,0.21398,0.21398,0.3130357,0.1286449,0.0,0.2486449,0.5908395,0.294222,0.4743929,0.0,0.6030553,0.234641,0.12,0.3236224,0.9251803,0.16625,0.09375,0.66875,0.2686449,0.2834483,0.38875,0.0,0.6844238,0.2455207,0.24,0.40148,0.2486449,0.23179,0.0,0.47968,0.82523,0.29449,0.4254438,0.32598,0.1216,0.295,0.0,0.067753,0.4197,0.8175596,0.0,0.28375,0.192582,0.0,0.3075,0.1875,0.4975,0.2112,0.8366586,0.2857143,0.1286449,0.0,0.40148,0.1286449,0.0,0.10699,0.0,0.425,0.0,0.2222106,0.1185714,0.1012839,0.1875,0.0,0.4017857,0.7293383,0.0,0.4316369,0.1286449,0.0,0.3975,0.0,0.0,0.3125,0.1071429,0.28125,0.43148,0.7011948,0.0,0.3878449,0.5937222,0.8945439,0.0,0.0,0.09375,0.4205,0.0,0.375,0.5236591,0.4160022,0.0,0.1286449,0.0,0.1875,0.0,0.0,0.10699,0.3341145,0.0,0.0,0.0,0.2142857,0.397578,0.128,0.0,0.0,0.638604,0.0,0.0,0.0,0.1286449,0.06,0.21398,0.1072,0.3980357,0.238488,0.0,0.2553495,0.2753002,0.12,0.12,0.1041369,0.0,0.0,0.3358857,0.4206518,0.1296,0.917062,0.3041381,0.5033362,0.0,0.0,0.3964944,0.4501786,0.4919597,0.1286449,0.35,0.0,0.0,0.304,0.4783429,0.10699,0.4656225,0.35273,0.1843911,0.2750129,0.09375,0.1886792,0.0,0.4098949,0.3602818,0.0,0.0651801,0.21398,0.4513293,0.6751722,0.0,0.6560356,0.5554117,0.1888,0.0,0.0,0.0,0.0
