,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190
NCOA3,0.1153846,0.7883333,0.0,0.1153846,0.1153846,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.1153846,0.0,0.0,0.25,0.0576923,0.1153846,0.0,0.1153846,0.3807692,0.0,0.0,0.0,0.0,0.0,0.0615385,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.1076923,0.0,0.0576923,0.245,0.2230769,0.0,0.0,0.0,0.1153846,0.0,0.35,0.1230769,0.0,0.0,0.34,0.0576923,0.0,0.0,0.1553846,0.1776923,0.0853846,0.0,0.0,0.0,0.0,0.0,0.2584615,0.0,0.0,0.0,0.0,0.0,0.0,0.0576923,0.06,0.1230769,0.1053846,0.0,0.1153846,0.2238462,0.0,0.1615385,0.0,0.0,0.1669231,0.0,0.0,0.1153846,0.0576923,0.1915385,0.0,0.1323077,0.2253846,0.0,0.0,0.2446154,0.0,0.0,0.2866667,0.0,0.0,0.0,0.0,0.1153846,0.0,0.0,0.0,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3753846,0.0,0.1153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153846,0.0,0.2438461,0.0,0.0,0.0,0.0,0.0,0.0,0.0638462,0.475,0.0576923,0.0,0.0,0.1153846,0.0,0.0,0.0,0.0,0.0984615,0.0,0.0,0.0,0.4633333,0.0,0.0,0.3438461,0.2123077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153846,0.0,0.0,0.1730769,0.0,0.1153846,0.1153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153846,0.0,0.4884615,0.0,0.0,0.0033333,0.0,0.0,0.1153846
SALL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10375,0.09375,0.0,0.0,0.3525,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.095,0.0,0.1675,0.40375,0.0,0.0,0.55375,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.33375,0.1875,0.0,0.0,0.17375,0.9875,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825,0.09875,0.0,0.38875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22875,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.3375,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.16375,0.0,0.1425,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.52875,0.0,0.0,0.0,0.1925,0.0,0.11125,0.1875,0.0,0.0,0.2725,0.0,0.0,0.385,0.0,0.0,0.1875,0.09375,0.13125,0.0,0.1875,0.14625,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0
ZFP398,0.247678,0.0,0.0,0.2321981,0.0,0.0,0.0,0.0,0.0,0.3582418,0.0,0.0,0.0,0.0,0.2321981,0.0,0.0,0.0,0.0,0.0,0.1098901,0.0,0.0,0.0,0.0593407,0.0,0.0,0.0,0.1150183,0.1098901,0.0,0.0695971,0.1098901,0.0,0.0,0.244582,0.2291022,0.2197802,0.0,0.0549451,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0549451,0.2352941,0.0,0.0,0.1582418,0.0,0.2198142,0.0,0.0,0.0,0.0,0.0,0.0,0.0747253,0.0,0.0,0.3513762,0.0739927,0.2167183,0.0,0.3420882,0.0,0.0,0.0,0.1098901,0.0,0.1826625,0.1098901,0.0,0.0,0.0,0.0,0.0,0.0549451,0.1098901,0.0,0.0,0.0,0.0549451,0.1289377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600619,0.1589744,0.0549451,0.2321981,0.1098901,0.4091155,0.2161172,0.0,0.0,0.0,0.2321981,0.0,0.1098901,0.2871432,0.0,0.3106227,0.0,0.0,0.0,0.0,0.0,0.2520147,0.0,0.0,0.0,0.0,0.1826625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3312694,0.1098901,0.0,0.0,0.2021978,0.0,0.2321981,0.0,0.0,0.0,0.0,0.0549451,0.0,0.0,0.0,0.0586081,0.7134805,0.0,0.0,0.1098901,0.0,0.3904399,0.0,0.3553114,0.1098901,0.1098901,0.0,0.0,0.3544721,0.0,0.0,0.2717949,0.7189603,0.0,0.0549451,0.302292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648352,0.3451842,0.1047619,0.0,0.0,0.0,0.0
ELF2,0.0,0.1071429,0.2457143,0.0,0.1671429,0.0,0.0592857,0.2692857,0.0,0.1057143,0.0921429,0.1128571,0.2,0.1764286,0.1071429,0.0,0.1071429,0.1071429,0.2285714,0.0,0.0,0.1528571,0.2035714,0.4733333,0.3342857,0.3314286,0.2946429,0.1635714,0.6732143,0.1828571,0.1542857,0.205,0.295,0.065,0.1085714,0.0,0.4828572,0.1071429,0.5347619,0.0,0.1685714,0.5271428,0.3871429,0.0,0.1857143,0.3214286,0.0664286,0.0542857,0.6202381,0.0,0.0,0.0,0.31,0.2142857,0.0,0.2214285,0.2978571,0.1071429,0.1071429,0.0,0.3985714,0.1071429,0.0,0.0,0.0,0.1071429,0.0,0.3714286,0.1071429,0.0,0.0535714,0.0,0.0,0.0,0.0,0.1071429,0.0,0.0,0.2,0.0,0.1071429,0.0,0.2042857,0.0,0.0585714,0.6652381,0.1307143,0.2792857,0.1042857,0.0,0.1071429,0.4914286,0.0,0.3942857,0.0,0.0,0.0,0.0,0.0571429,0.4625,0.3121429,0.7664286,0.1114286,0.1071429,0.2838096,0.405,0.0,0.6245238,0.0,0.0,0.3896429,0.0,0.1071429,0.25,0.2164286,0.5652381,0.0564286,0.0,0.1007143,0.0,0.0,0.0,0.5171428,0.0535714,0.0,0.0,0.0,0.0,0.22,0.1528571,0.0,0.1625,0.1814286,0.0,0.0692857,0.3228571,0.0,0.5442857,0.1071429,0.1085714,0.4021428,0.3833333,0.1914286,0.0,0.1057143,0.1157143,0.1071429,1.4117857,0.0,0.0578571,0.1935714,0.0,0.0,0.1064286,0.1964286,0.0,0.0,0.0,0.75,0.1478571,0.1471429,0.0992857,0.2821429,0.1071429,0.1042857,0.5596429,0.3192857,0.0,0.8528571,0.1457143,0.4128571,0.0,0.2733333,0.1221429,0.0,0.1907143,0.1542857,0.2871428,0.6246429,0.0535714,0.4235714,0.5657142,0.1657143,0.3714286,0.2071429,0.5264286,0.6553571,0.0,0.0033333,0.1071429
ZFP592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697026,0.2091078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697026,0.0697026,0.2174721,0.0,0.1998141,0.0,0.0,0.1068773,0.0,0.0,0.0,0.0771375,0.0697026,0.0,0.0,0.0,0.0697026,0.1394052,0.1486989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1394052,0.0697026,0.0,0.0,0.0697026,0.0,0.0,0.1394052,0.1394052,0.0,0.0697026,0.1394052,0.0,0.0,0.0743494,0.0,0.0,0.2165428,0.0,0.1394052,0.2016729,0.0,0.1310409,0.0,0.0697026,0.0,0.4786245,0.0,0.0697026,0.0,0.0,0.0,0.0,0.0,0.1394052,0.0697026,0.0,0.0697026,0.070632,0.0,0.0,0.0,0.2788104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663569,0.0,0.0,0.0,0.0697026,0.1394052,0.0,0.0697026,0.0,0.2007435,0.0,0.0,0.0,0.0,0.0,0.0,0.0771375,0.0,0.0,0.1412639,0.0,0.0,0.0,0.0,0.2091078,0.0697026,0.2007435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678439,0.0,0.0,0.2007435,0.1394052,0.0,0.0697026,0.0,0.3252788,0.2100372,0.0,0.1394052,0.0,0.0,0.1394052,0.0,0.0,0.0,0.1394052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1394052,0.0,0.0,0.1394052,0.0,0.0697026,0.0,0.0,0.0,0.0,0.0697026,0.0,0.0697026,0.0,0.0,0.0,0.1905205,0.0650558,0.0,0.4052045,0.0,0.0,0.0,0.0
AMPD2,0.0,0.1974759,0.1113586,0.0556793,0.0,0.0556793,0.1640683,0.0,0.0,0.1210096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233853,0.159614,0.0,0.0,0.1158129,0.0,0.2628062,0.0556793,0.0556793,0.0,0.0,0.1143281,0.0564217,0.0,0.2791388,0.0,0.0556793,0.0,0.0556793,0.1833705,0.0,0.1113586,0.1581292,0.1113586,0.1113586,0.2212324,0.0,0.0,0.0549369,0.2293987,0.1113586,0.0,0.0,0.0556793,0.1707498,0.1648107,0.1113586,0.0556793,0.0,0.0,0.0549369,0.0,0.1818857,0.3622866,0.0,0.0,0.0,0.1804009,0.1113586,0.0586489,0.0861173,0.0,0.0972532,0.0,0.0586489,0.0,0.0,0.0,0.0,0.0623608,0.1113586,0.0,0.0586489,0.0,0.1662955,0.0,0.0,0.3199703,0.0593912,0.0,0.0556793,0.1113586,0.2227172,0.1796585,0.0,0.1670379,0.0,0.0,0.0,0.0,0.0,0.1662955,0.0593912,0.1113586,0.0,0.2412769,0.0,0.0638456,0.237565,0.0883445,0.0,0.0,0.0,0.0,0.2279139,0.0,0.1915368,0.0,0.2115813,0.0,0.1113586,0.0,0.0,0.0,0.0,0.0,0.0623608,0.0,0.0,0.0,0.0,0.0556793,0.2969562,0.0,0.0,0.0,0.0,0.0,0.1113586,0.1113586,0.0,0.0,0.1113586,0.064588,0.0,0.0,0.0,0.0,0.2242019,0.2746845,0.25464,0.0556793,0.0831477,0.1210096,0.0,0.0,0.0,0.2717149,0.0,0.0801782,0.2368226,0.0,0.0,0.0,0.2227172,0.0801782,0.0,0.0734967,0.081663,0.1603563,0.0682999,0.169265,0.2212324,0.0,0.0556793,0.0,0.0,0.0,0.2576095,0.1113586,0.1239792,0.0,0.0579065,0.0556793,0.0,0.060876,0.0,0.1841128,0.0,0.1113586,0.0,0.0
EPS8,0.1152869,0.2052082,0.2997791,0.0665312,0.1699308,0.0,0.0,0.09375,0.0,0.10375,0.0,0.0,0.0,0.0,0.0380904,0.0,0.09,0.0766887,0.4496619,0.3791493,0.0,0.3185637,0.2323991,0.3099654,0.178531,0.4705529,0.0,0.0,0.34875,0.414906,1.1476064,0.4597397,0.1767395,0.1664928,0.4130904,0.0,0.5214919,0.0,0.0797359,0.2576314,0.09375,0.2293518,0.775,0.4649048,0.0,0.1142712,0.29625,0.2877619,0.3493048,0.315,0.0441849,0.406788,0.5970486,0.71517,0.6400536,0.4205558,0.5500565,0.04875,0.2686808,0.0,0.2980904,0.0,0.0,0.2298597,0.1842636,0.35221,0.29375,0.0,0.1230558,0.0,0.0225,0.0761808,0.3729847,0.0761808,0.1303168,0.0,0.046875,0.1875,0.0761808,0.1195007,0.0,0.0,0.0,0.3575,0.0,0.2879079,0.3664811,0.431875,0.0,0.0,0.38,0.3094794,0.0849654,0.1327434,0.0,0.0,0.0,0.1725,0.0,0.5243912,0.1433628,0.3452841,0.0,0.7819883,0.0,0.0,1.0680777,0.5672137,0.1825,0.1459504,0.0,0.0,0.0380904,0.0,0.644801,0.0761808,0.3592367,0.0,0.039614,0.4315109,0.046875,0.1081767,0.1699308,0.0766887,0.0380904,0.0,0.0,0.1737154,0.09375,0.6393058,0.0751651,0.0,0.5402908,0.1666887,0.0,0.375,0.1825,0.9629818,0.0761808,0.6580904,0.3791455,0.043125,0.09,0.0,0.135,0.0,0.7311808,0.3065715,0.338125,0.3180904,0.1875,0.09375,0.1875,0.09375,0.0375825,0.2162501,0.80875,0.0,0.291875,0.3149308,0.0380904,0.0,0.7547939,0.0,0.0,0.1781402,0.0380904,0.2402082,0.4797952,0.234514,0.0,0.1239208,0.09375,0.2,0.0,0.0,0.1447715,0.0223464,0.094375,0.0,0.095,0.5868404,0.109375,0.5001445,0.0,0.2408821,0.0,0.0,0.0,0.0
RBFOX2,0.3182568,0.3765514,0.4582825,0.6811101,0.5796714,0.0567929,0.334623,0.0537249,0.0,1.0311569,0.0,0.0660211,0.510931,0.1358696,0.5338087,0.0867052,0.0,0.4231601,0.2191082,0.430351,0.2910875,0.5333662,0.8280457,0.5379338,0.8790828,0.8948119,0.2782841,0.388587,0.9289208,0.6447283,0.2189747,0.6816691,0.38561,0.4942633,0.5795698,0.0867052,0.3239499,0.1358696,0.8909665,0.5434502,0.7250284,0.4061686,0.8650886,1.2904636,0.1358696,0.6198135,0.6629293,2.0869407,1.2131132,1.1092171,0.1674107,0.5384108,1.0566564,0.8773121,0.7318238,0.807726,0.6507156,0.5647118,0.4594033,0.294024,0.3543721,0.401,0.0417595,0.1058132,0.3563782,0.6286626,0.09375,0.4494022,0.3246275,0.2089524,0.0433526,0.2444313,0.9602246,0.4779172,1.1404253,0.2034443,0.6949914,0.2849053,0.9447781,0.644777,0.027937,0.1074499,0.0,0.4461874,0.1524499,0.1761609,1.0070868,0.1916166,0.2619581,0.0423163,0.7203329,1.4582555,0.0908333,0.6606542,0.5845198,0.0,0.0679348,0.0,0.4724212,0.6992693,0.2019846,1.4344517,0.1597711,0.8309492,0.0,0.580159,0.8639477,1.2427312,0.1600748,0.0,0.0,0.5349248,0.4275137,0.2407321,1.1145517,0.1169696,0.0373051,0.1929348,0.5417945,0.1875,0.0,0.125,0.1075144,0.7416677,0.1875,0.0859375,0.125,1.3548307,0.6786229,0.6839905,0.1409262,0.2158924,0.2710189,0.8240734,0.1356202,3.9873059,0.2790427,2.5093181,0.8421255,1.1344298,1.0641885,0.859653,0.2538803,0.3680341,0.116716,0.125,0.5094985,0.8723814,0.584722,0.3661621,0.0,0.3439783,0.0,0.4791619,0.4554119,0.5959338,0.9580303,0.26875,0.7753508,1.1450404,0.7267507,0.4441358,1.0436472,0.2917256,0.0,0.6584234,0.4451543,0.1393064,0.4998601,0.9120769,1.4821265,0.0879518,0.6385533,0.3565848,0.0,0.2199047,0.3844719,0.2831653,0.2893343,0.4692419,0.4585324,1.8606639,0.6790512,2.522411,0.6583517,1.1927773,0.1074499,0.1077806,0.0,0.0
MED15,0.0,0.0,0.124792,0.0,0.0,0.0,0.0,0.0,0.0,0.125624,0.0,0.124792,0.1397671,0.0,0.0,0.0,0.0,0.062396,0.124792,0.0,0.0,0.0,0.2420965,0.0,0.0881864,0.0,0.0,0.0865225,0.0,0.2420965,0.0,0.0,0.124792,0.0,0.124792,0.0,0.0,0.0,0.1014975,0.124792,0.0,0.0,0.0,0.2728785,0.0,0.0,0.0,0.0,0.0873544,0.0,0.124792,0.0,0.0,0.0,0.187188,0.0682196,0.124792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3244592,0.1430948,0.0,0.0,0.0,0.1996672,0.0,0.0,0.062396,0.0648918,0.0,0.062396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124792,0.0,0.0,0.0,0.124792,0.1805324,0.0,0.0723794,0.0,0.0,0.0,0.0,0.062396,0.1622296,0.124792,0.0,0.2545757,0.2063228,0.0,0.0,0.0,0.2895175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124792,0.0,0.0,0.0,0.0,0.0,0.062396,0.0,0.0,0.1056572,0.062396,0.0,0.0,0.0,0.0,0.124792,0.0,0.2212978,0.1672213,0.0,0.0,0.124792,0.0,0.0,0.0,0.187188,0.0,0.0,0.0,0.062396,0.0,0.0,0.0,0.124792,0.0,0.2271215,0.2021631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1797005,0.0,0.124792,0.0,0.1114809,0.0,0.0,0.0,0.0,0.0,0.0,0.124792,0.0,0.0,0.0,0.3885191,0.0,0.124792,0.0,0.124792,0.0,0.0,0.0,0.0
HES1,0.0,0.0855214,0.211928,0.0855214,0.2149287,0.0,0.0562641,0.1687922,0.0,0.028132,0.028132,0.1496624,0.0843961,0.0397599,0.0,0.028132,0.1091523,0.0427607,0.2209302,0.0,0.0562641,0.1069017,0.0810203,0.1627907,0.1406602,0.0742686,0.0,0.0562641,0.0731433,0.0802701,0.2764441,0.1125281,0.0,0.0562641,0.0570143,0.0562641,0.1136534,0.0,0.2318079,0.1654164,0.2580645,0.031883,0.2093023,0.2348087,0.0562641,0.1346587,0.0,0.156039,0.1927982,0.0525131,0.0562641,0.1504126,0.0832708,0.0562641,0.1076519,0.1579145,0.3312078,0.0,0.0810203,0.0,0.0562641,0.028132,0.0,0.0,0.0,0.2048012,0.0,0.1091523,0.0277569,0.0,0.0,0.0847712,0.0442611,0.028132,0.1815454,0.0562641,0.1616654,0.0,0.1204051,0.028132,0.0311328,0.0435109,0.0,0.2085521,0.028132,0.2363091,0.0903976,0.0915229,0.0,0.0562641,0.0,0.1474119,0.0,0.2741936,0.0810203,0.0,0.0843961,0.1567892,0.1271568,0.0562641,0.1035259,0.2153038,0.0,0.0562641,0.1076519,0.0,0.2224306,0.163916,0.0,0.0562641,0.0,0.1192798,0.028132,0.0731433,0.3424606,0.0870218,0.1234059,0.0,0.2089272,0.0,0.0,0.0566392,0.1035259,0.0810203,0.0,0.0,0.0,0.0,0.0843961,0.0843961,0.0,0.0810203,0.1395349,0.1725431,0.0,0.1245311,0.0562641,0.0,0.0,0.0915229,0.2183046,0.0,0.0,0.0562641,0.0,0.0,0.1042761,0.2314329,0.1129032,0.028132,0.0,0.0,0.0,0.1414104,0.0705176,0.0802701,0.028132,0.0562641,0.1856714,0.0,0.1125281,0.0,0.0,0.0,0.0,0.1834209,0.1530383,0.0,0.1384096,0.1429107,0.2216804,0.0,0.2134284,0.0986497,0.0,0.0,0.1406602,0.1091523,0.0776444,0.0562641,0.1125281,0.1406602,0.0562641,0.1545386,0.2985747,0.0562641,0.0626407,0.0562641,0.0,0.0
EYA1,0.0,0.0,0.1217765,0.0,0.0,0.0,0.0,0.0,0.0,0.1733524,0.1635769,0.0,0.2148997,0.0,0.0883315,0.0,0.0,0.0,0.0,0.0905125,0.3217699,0.2979943,0.1103152,0.0,0.1074499,0.0,0.0,0.2005731,0.0,0.1635769,0.4165758,0.0,0.1074499,0.0839695,0.0,0.0,0.0,0.1146132,0.0,0.0,0.0,0.1088825,0.4307525,0.5099146,0.0817884,0.1003272,0.1074499,0.0,0.0,0.257361,0.0,0.3271538,0.0,0.0,0.4498567,0.1232279,0.4515409,0.0,0.1518625,0.0,0.0,0.0,0.0,0.0883315,0.0,0.0,0.1635769,0.4383861,0.0,0.0,0.1635769,0.265043,0.0,0.0817884,0.243764,0.0,0.0,0.0,0.1635769,0.0,0.0817884,0.0,0.0,0.0,0.0,0.213467,0.0817884,0.2148997,0.0,0.0,0.1635769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5973274,0.0,0.0,0.0,0.1892383,0.0,0.0,0.1635769,0.1635769,0.0,0.0,0.0,0.1074499,0.0,0.1676218,0.1243184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3271538,0.1635769,0.1635769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4040115,0.1635769,0.0,0.0,0.0,0.0,0.1103152,0.1821156,0.1074499,0.213378,0.0,0.0,0.0,0.0,0.3626751,0.0,0.2453653,0.0,0.0,0.0,0.0,0.117605,0.1074499,0.0,0.2148997,0.0,0.0,0.0,0.2148997,0.0,0.1160458,0.0817884,0.0,0.1003272,0.3784766,0.3784766,0.0,0.0,0.3943624,0.0,0.2020057,0.0970556,0.0,0.0,0.1635769,0.0,0.0,0.1160458,0.213467,0.3692604,0.4885496,0.1635769,0.4085626,0.0817884,0.0,0.0,0.0,0.0
PDCD11,0.0,0.0,0.4046125,0.1060948,0.0,0.0,0.25,0.0840858,0.0,0.0,0.0846501,0.5378104,0.0423251,0.8470068,0.1467269,0.0,0.0,0.166,0.25,0.3566095,0.0846501,0.122,0.0846501,0.25,0.3919489,0.3806501,0.0,0.0,0.3532731,0.0,0.0,0.0846501,0.0,0.1111738,0.0846501,0.0,0.2042889,0.0,0.0423251,0.1269752,0.0,0.0,0.0,0.2136614,0.0496614,0.0,0.0925508,0.0,0.0553047,0.0,0.0,0.0,0.0,0.0,0.7345523,0.0,0.3363431,0.4933333,0.2708804,0.1218962,0.0,0.0,0.0,0.0,0.7112038,0.265237,0.3,0.15,0.1281038,0.0,0.0,0.28,0.1642212,0.1218962,0.7296614,0.0,0.0,0.0,0.3726501,0.0,0.0423251,0.0846501,0.0846501,0.2923251,0.0,0.0,0.1789918,0.3,0.0,0.0,0.802,0.3076072,0.346,0.0846501,0.0846501,0.0,0.0846501,0.0,0.0846501,0.3846501,0.1794582,0.2006501,0.0846501,0.6381941,0.0,0.5954628,0.6935666,0.0423251,0.0,0.0,0.11,0.0846501,0.0846501,0.3066667,0.0,0.0,0.0846501,0.0,0.0,0.5687359,0.0,0.0,0.5611603,0.56,0.0846501,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3,1.4648412,0.0,0.0,0.5714221,0.2579007,0.2065463,0.6339834,0.0,0.0,0.0846501,0.0,0.058,0.0846501,0.0846501,0.2582935,0.0,0.0891648,0.028,0.0,0.3352144,0.0423251,0.3346501,0.0,0.1956584,0.7981414,0.0846501,0.0846501,0.1450339,0.0,0.0,0.5423251,0.1218962,0.0,0.0846501,0.3385598,0.0,0.0,0.0,0.5085477,0.0,0.1642212,0.0,0.5240406,0.0,0.0,0.0,0.3785629,0.412,0.1879233,0.0,0.0846501,0.0,0.2346501,0.0,0.0
FDPS,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.375,0.0,0.0,0.0,0.0,0.0,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0
SMURF2,0.2489475,0.4332376,0.7193336,0.1630861,0.930092,0.3668558,0.6029106,0.1788863,0.6657814,1.9438921,0.1,0.2710746,1.2355451,0.1308468,0.684391,0.0,0.0,0.3858567,0.8058366,0.0951442,1.0335527,1.4304328,1.0365655,0.5247375,1.4262562,0.2686844,0.6164585,0.3258132,1.4778033,2.0508252,1.5165794,0.4226194,0.6177164,0.5049015,1.054464,0.5106708,0.2853597,0.154573,1.5604189,0.4747101,0.7013796,0.1111472,0.6177501,0.3961267,0.3926072,1.3007649,0.7151347,1.5340776,1.182597,0.7880692,0.0886525,0.2171127,1.339412,1.0289746,0.2828234,1.3566419,0.8927303,0.0992908,1.199397,0.1772865,0.5412175,0.1205357,0.0,0.6905044,1.6711455,0.9009669,0.1252955,0.9396833,0.5557259,0.47,0.8604704,0.6021414,1.5010265,0.2229489,0.4341499,0.0,0.3592686,0.0,0.490906,0.278528,0.1452149,0.1739952,0.0904704,0.3522358,0.1606667,1.5931373,1.2405875,0.432705,0.1979398,0.3662252,0.3110613,1.6308325,0.0904704,2.2939494,1.0415337,0.0,0.1079011,0.0,0.4557897,0.3801241,0.3642583,0.757019,0.0,1.3633597,0.0861789,0.3640987,0.4194282,1.7558403,0.5654914,0.0472813,0.0,0.7623591,0.3921064,1.0910579,0.5590206,0.1836851,0.6599882,0.0886525,0.2538457,0.4840691,0.0868516,0.0452352,1.1262309,0.3324498,0.5014291,0.3804945,0.0,0.4581617,0.5330104,0.1,0.0,0.0,1.6552139,0.1904704,0.0,0.0431442,1.2275199,0.0904704,0.8598888,0.4038191,2.0507848,2.239712,1.3256587,0.0,0.0,0.0,0.8318262,1.8142432,0.2697125,0.3430796,0.4474323,0.8305392,0.0,0.9290905,0.4114381,1.9145446,0.5147598,0.0412946,1.3367459,0.8369255,0.673177,0.1706716,0.9850261,0.2546238,0.0833333,1.572064,0.3080015,0.0431442,0.7151055,0.3987038,0.840991,1.0478102,1.2645416,0.5323104,0.4729993,0.1601655,1.632593,0.1593378,1.2493606,0.39,0.1418527,1.6120103,0.1280316,1.9929878,1.9354962,0.432116,0.4536049,0.1766741,0.0,0.3811026
